id,gene,GO,GO name,GO ontology,GO p-value,GO num genes,Pfam top enriched domain,"Pfam top enriched domain, p-value",Pfam num genes,Pfam domain architecture,Pfam domain architecture (all enrichments),Gene name
ACROYT_G030363,Ocupat_v02_G030363,GO:0042360,vitamin E metabolic process,BP,1.30E-02,1,NA,NA,NA,NA,NA,Npc1/Npc1l1
ACROYT_G000163,Ocupat_v02_G000163,GO:0050965,detection of temperature stimulus involv...,BP,1.30E-02,1,zf-C4,1.80E-01,1,zf-C4 Hormone_recep,FA_desaturase(2.4E-02),zf-C4_Nuclear_receptors:Nr2f1/Nr2f2
ACROYT_G035854,Ocupat_v02_G035854,GO:0051352,negative regulation of ligase activity,BP,1.30E-02,1,SGL,4.70E-02,1,SGL,SGL(4.7E-02),Rgn
ACROYT_G023910,Ocupat_v02_G023910,GO:0051538,"3 iron, 4 sulfur cluster binding",MF,1.30E-02,1,Fer2_3,3.90E-02,1,Fer2_3 Fer4_17,Fer2_3(3.9E-02);Fer4_17(3.9E-02),Sdhb
ACROYT_G024293,Ocupat_v02_G024293,GO:0070563,negative regulation of vitamin D recepto...,BP,1.30E-02,1,zf-C2H2,6.80E-01,2,zf-C2H2,Gln-synt_N(2.4E-02);Gln-synt_C(2.4E-02),Glul
ACROYT_G008523,Ocupat_v02_G008523,GO:0072750,cellular response to leptomycin B,BP,1.30E-02,1,HLH,4.40E-01,1,HLH,AhpC-TSA_2(2.8E-02),HLH:Id1/Id2/Id3/Id4
ACROYT_G017165,Ocupat_v02_G017165,GO:0098961,dendritic transport of ribonucleoprotein...,BP,1.30E-02,1,PurA,3.90E-02,1,PurA,PurA(3.9E-02),Pura/Purb/Purg
ACROYT_G017165,Ocupat_v02_G017165,GO:0098963,dendritic transport of messenger ribonuc...,BP,1.30E-02,1,PurA,3.90E-02,1,PurA,PurA(3.9E-02),Pura/Purb/Purg
ACROYT_G023910,Ocupat_v02_G023910,GO:0102040,fumarate reductase (menaquinone),MF,1.30E-02,1,Fer2_3,3.90E-02,1,Fer2_3 Fer4_17,Fer2_3(3.9E-02);Fer4_17(3.9E-02),Sdhb
ACROYT_G018031,Ocupat_v02_G018031,GO:0106077,histone succinylation,BP,1.30E-02,1,Pyr_redox_dim,7.30E-02,1,Pyr_redox_2 Pyr_redox_dim,,Dld
ACROYT_G006710,Ocupat_v02_G006710,GO:0110099,negative regulation of calcium import in...,BP,1.30E-02,1,Porin_3,4.70E-02,1,Porin_3,Porin_3(4.7E-02),Vdac1/Vdac2/Vdac3
ACROYT_G019581,Ocupat_v02_G019581,GO:0140021,mitochondrial ADP transmembrane transpor...,BP,1.30E-02,1,Mito_carr,3.50E-01,1,Mito_carr,NO_synthase(2.8E-02);Flavodoxin_1(4.4E-02);FAD_binding_1(5.0E-02),Slc25a31/Slc25a4/Slc25a5
ACROYT_G006589,Ocupat_v02_G006589,GO:0140484,5-aminolevulinic acid import across plas...,BP,1.30E-02,1,TspO_MBR,4.70E-02,1,TspO_MBR,TspO_MBR(4.7E-02),Tspo/Tspo2
ACROYT_G006589,Ocupat_v02_G006589,GO:0140485,5-aminolevulinic acid transmembrane tran...,MF,1.30E-02,1,TspO_MBR,4.70E-02,1,TspO_MBR,TspO_MBR(4.7E-02),Tspo/Tspo2
ACROYT_G035854,Ocupat_v02_G035854,GO:1901318,negative regulation of flagellated sperm...,BP,1.30E-02,1,SGL,4.70E-02,1,SGL,SGL(4.7E-02),Rgn
ACROYT_G008523,Ocupat_v02_G008523,GO:1901344,response to leptomycin B,BP,1.30E-02,1,HLH,4.40E-01,1,HLH,,HLH:Id1/Id2/Id3/Id4
ACROYT_G035854,Ocupat_v02_G035854,GO:1902020,negative regulation of cilium-dependent ...,BP,1.30E-02,1,SGL,4.70E-02,1,SGL,SGL(4.7E-02),Rgn
ACROYT_G035854,Ocupat_v02_G035854,GO:1903011,negative regulation of bone development,BP,1.30E-02,1,SGL,4.70E-02,1,SGL,SGL(4.7E-02),Rgn
ACROYT_G035854,Ocupat_v02_G035854,GO:1903610,regulation of calcium-dependent ATPase a...,BP,1.30E-02,1,SGL,4.70E-02,1,SGL,SGL(4.7E-02),Rgn
ACROYT_G035854,Ocupat_v02_G035854,GO:1903611,negative regulation of calcium-dependent...,BP,1.30E-02,1,SGL,4.70E-02,1,SGL,SGL(4.7E-02),Rgn
ACROYT_G035854,Ocupat_v02_G035854,GO:1903629,positive regulation of dUTP diphosphatas...,BP,1.30E-02,1,SGL,4.70E-02,1,SGL,SGL(4.7E-02),Rgn
ACROYT_G035854,Ocupat_v02_G035854,GO:1903634,negative regulation of leucine-tRNA liga...,BP,1.30E-02,1,SGL,4.70E-02,1,SGL,SGL(4.7E-02),Rgn
ACROYT_G022524,Ocupat_v02_G022524,GO:0019320,hexose catabolic process,BP,1.40E-02,2,TIM,3.90E-02,1,TIM,TIM(3.9E-02),Tpi1
ACROYT_G040028,Ocupat_v02_G040028,GO:0019320,hexose catabolic process,BP,1.40E-02,2,Aldose_epim,4.70E-02,1,Aldose_epim,Aldose_epim(4.7E-02),Galm
ACROYT_G006059,Ocupat_v02_G006059,GO:0040001,establishment of mitotic spindle localiz...,BP,1.40E-02,2,Sprouty,4.70E-02,1,Sprouty,Sprouty(4.7E-02),Spry1/Spry2/Spry3/Spry4
ACROYT_G002711,Ocupat_v02_G002711,GO:0040001,establishment of mitotic spindle localiz...,BP,1.40E-02,2,PAX,2.20E-01,1,PAX,,Homeodomains:like:Alx1/Alx3/Alx4/Arx/AW822073/Cphx1/Cphx2/Cphx3/Crx/Crxos/Dmbx1/Duxbl1/Duxbl2/Duxbl3/Duxf3/Esx1/Gm4981/Gsc/Gsc2/Hesx1/Hmbox1/Hopx/Isl1/Isl2/Isx/Lhx1/Lhx2/Lhx3/Lhx4/Lhx5/Lhx6/Lhx8/Lhx9/Lmx1a/Lmx1b/Mixl1/Nobox/Obox5/Obox6/Obox8/Otp/Otx1/Otx2/Pax1/Pax2/Pax3/Pax4/Pax5/Pax6/Pax7/Pax8/Pax9/Phox2a/Phox2b/Pitx1/Pitx2/Pitx3/Prop1/Prrx1/Prrx2/Prrxl1/Rax/Rhox1/Rhox2a/Rhox2b/Rhox2c/Rhox2d/Rhox2e/Rhox2f/Rhox2g/Rhox2h/Rhox3a/Rhox3a2/Rhox3c/Rhox3e/Rhox3f/Rhox3g/Rhox3h/Rhox4a/Rhox4a2/Rhox4b/Rhox4c/Rhox4d/Rhox4e/Rhox4f/Rhox4g/Rhox6/Rhox7a/Rhox7b/Rhox8/Rhox9/Rhox10/Rhox11/Rhox12/Rhox13/Sebox/Shox2/Uncx/Vsx1/Vsx2/Zfhx2/Zfhx3/Zfhx4/Zhx1/Zhx3
ACROYT_G006903,Ocupat_v02_G006903,GO:0042803,protein homodimerization activity,MF,1.40E-02,8,Catalase,1.40E-03,2,Catalase Catalase-rel,Catalase(1.4E-03);Catalase-rel(1.4E-03),Cat
ACROYT_G006917,Ocupat_v02_G006917,GO:0042803,protein homodimerization activity,MF,1.40E-02,8,Catalase,1.40E-03,2,Catalase Catalase-rel,Catalase(1.4E-03);Catalase-rel(1.4E-03),Cat
ACROYT_G022524,Ocupat_v02_G022524,GO:0042803,protein homodimerization activity,MF,1.40E-02,8,TIM,3.90E-02,1,TIM,TIM(3.9E-02),Tpi1
ACROYT_G040028,Ocupat_v02_G040028,GO:0042803,protein homodimerization activity,MF,1.40E-02,8,Aldose_epim,4.70E-02,1,Aldose_epim,Aldose_epim(4.7E-02),Galm
ACROYT_G040107,Ocupat_v02_G040107,GO:0042803,protein homodimerization activity,MF,1.40E-02,8,Tyrosinase,1.70E-01,1,Laminin_EGF Tyrosinase,Raptor_N(2.4E-02),Dct/Kcp/Tyr/Tyrp1
ACROYT_G032559,Ocupat_v02_G032559,GO:0042803,protein homodimerization activity,MF,1.40E-02,8,GST_N,2.30E-01,1,GST_N GST_C_3,Raptor_N(2.4E-02),Gstm1/Gstm2/Gstm3/Gstm4/Gstm5/Gstm6/Gstm7
ACROYT_G042835,Ocupat_v02_G042835,GO:0042803,protein homodimerization activity,MF,1.40E-02,8,adh_short,4.90E-01,1,adh_short,Raptor_N(2.4E-02),Hsd17b1/Rdh8
ACROYT_G030363,Ocupat_v02_G030363,GO:0042803,protein homodimerization activity,MF,1.40E-02,8,NA,NA,NA,NA,NA,Npc1/Npc1l1
ACROYT_G024111,Ocupat_v02_G024111,GO:0045667,regulation of osteoblast differentiation,BP,1.40E-02,4,Collagen,4.50E-04,14,Collagen,Collagen(4.5E-04),Cthrc1
ACROYT_G011859,Ocupat_v02_G011859,GO:0045667,regulation of osteoblast differentiation,BP,1.40E-02,4,Collagen,4.50E-04,14,Collagen,Collagen(4.5E-04),Cthrc1
ACROYT_G008523,Ocupat_v02_G008523,GO:0045667,regulation of osteoblast differentiation,BP,1.40E-02,4,HLH,4.40E-01,1,HLH,,HLH:Id1/Id2/Id3/Id4
ACROYT_G024293,Ocupat_v02_G024293,GO:0045667,regulation of osteoblast differentiation,BP,1.40E-02,4,zf-C2H2,6.80E-01,2,zf-C2H2,Perilipin(2.4E-02),Plin1/Plin2/Plin3/Plin4/Plin5
ACROYT_G002711,Ocupat_v02_G002711,GO:2000178,negative regulation of neural precursor ...,BP,1.40E-02,2,PAX,2.20E-01,1,PAX,SLC3A2_N(2.4E-02);Alpha-amylase(3.2E-02),Homeodomains:like:Alx1/Alx3/Alx4/Arx/AW822073/Cphx1/Cphx2/Cphx3/Crx/Crxos/Dmbx1/Duxbl1/Duxbl2/Duxbl3/Duxf3/Esx1/Gm4981/Gsc/Gsc2/Hesx1/Hmbox1/Hopx/Isl1/Isl2/Isx/Lhx1/Lhx2/Lhx3/Lhx4/Lhx5/Lhx6/Lhx8/Lhx9/Lmx1a/Lmx1b/Mixl1/Nobox/Obox5/Obox6/Obox8/Otp/Otx1/Otx2/Pax1/Pax2/Pax3/Pax4/Pax5/Pax6/Pax7/Pax8/Pax9/Phox2a/Phox2b/Pitx1/Pitx2/Pitx3/Prop1/Prrx1/Prrx2/Prrxl1/Rax/Rhox1/Rhox2a/Rhox2b/Rhox2c/Rhox2d/Rhox2e/Rhox2f/Rhox2g/Rhox2h/Rhox3a/Rhox3a2/Rhox3c/Rhox3e/Rhox3f/Rhox3g/Rhox3h/Rhox4a/Rhox4a2/Rhox4b/Rhox4c/Rhox4d/Rhox4e/Rhox4f/Rhox4g/Rhox6/Rhox7a/Rhox7b/Rhox8/Rhox9/Rhox10/Rhox11/Rhox12/Rhox13/Sebox/Shox2/Uncx/Vsx1/Vsx2/Zfhx2/Zfhx3/Zfhx4/Zhx1/Zhx3
ACROYT_G028235,Ocupat_v02_G028235,GO:2000178,negative regulation of neural precursor ...,BP,1.40E-02,2,MFS_1,6.80E-01,1,MFS_1,Nucleoside_tran(2.8E-02),Slc16a10/Slc16a2
ACROYT_G023910,Ocupat_v02_G023910,GO:0006119,oxidative phosphorylation,BP,1.50E-02,3,Fer2_3,3.90E-02,1,Fer2_3 Fer4_17,Fer2_3(3.9E-02);Fer4_17(3.9E-02),Sdhb
ACROYT_G004659,Ocupat_v02_G004659,GO:0006119,oxidative phosphorylation,BP,1.50E-02,3,ATP-synt_E,4.70E-02,1,ATP-synt_E,ATP-synt_E(4.7E-02),Atp5k
ACROYT_G018031,Ocupat_v02_G018031,GO:0006119,oxidative phosphorylation,BP,1.50E-02,3,Pyr_redox_dim,7.30E-02,1,Pyr_redox_2 Pyr_redox_dim,Nucleoside_tran(2.8E-02),Dld
ACROYT_G000163,Ocupat_v02_G000163,GO:0009648,photoperiodism,BP,1.50E-02,2,zf-C4,1.80E-01,1,zf-C4 Hormone_recep,Nucleoside_tran(2.8E-02),zf-C4_Nuclear_receptors:Nr2f1/Nr2f2
ACROYT_G025976,Ocupat_v02_G025976,GO:0009648,photoperiodism,BP,1.50E-02,2,F-box-like,3.70E-01,1,F-box-like LRR_6,Glyco_hydro_30(2.4E-02);Glyco_hydro_30C(2.4E-02),Fbxl21/Fbxl3
ACROYT_G000163,Ocupat_v02_G000163,GO:0009649,entrainment of circadian clock,BP,1.50E-02,2,zf-C4,1.80E-01,1,zf-C4 Hormone_recep,NO_synthase(2.8E-02);Flavodoxin_1(4.4E-02);FAD_binding_1(5.0E-02),zf-C4_Nuclear_receptors:Nr2f1/Nr2f2
ACROYT_G025976,Ocupat_v02_G025976,GO:0009649,entrainment of circadian clock,BP,1.50E-02,2,F-box-like,3.70E-01,1,F-box-like LRR_6,,Fbxl21/Fbxl3
ACROYT_G018778,Ocupat_v02_G018778,GO:0042430,indole-containing compound metabolic pro...,BP,1.50E-02,2,Aldedh,4.60E-03,3,Aldedh,Aldedh(4.6E-03),Aldh1a1/Aldh1a2/Aldh1a3/Aldh1a7/Aldh1b1/Aldh2
ACROYT_G018466,Ocupat_v02_G018466,GO:0042430,indole-containing compound metabolic pro...,BP,1.50E-02,2,Trp_dioxygenase,3.90E-02,1,Trp_dioxygenase,Trp_dioxygenase(3.9E-02),Tdo2
ACROYT_G006903,Ocupat_v02_G006903,GO:0043069,negative regulation of programmed cell d...,BP,1.50E-02,11,Catalase,1.40E-03,2,Catalase Catalase-rel,Catalase(1.4E-03);Catalase-rel(1.4E-03),Cat
ACROYT_G006917,Ocupat_v02_G006917,GO:0043069,negative regulation of programmed cell d...,BP,1.50E-02,11,Catalase,1.40E-03,2,Catalase Catalase-rel,Catalase(1.4E-03);Catalase-rel(1.4E-03),Cat
ACROYT_G018778,Ocupat_v02_G018778,GO:0043069,negative regulation of programmed cell d...,BP,1.50E-02,11,Aldedh,4.60E-03,3,Aldedh,Aldedh(4.6E-03),Aldh1a1/Aldh1a2/Aldh1a3/Aldh1a7/Aldh1b1/Aldh2
ACROYT_G035854,Ocupat_v02_G035854,GO:0043069,negative regulation of programmed cell d...,BP,1.50E-02,11,SGL,4.70E-02,1,SGL,SGL(4.7E-02),Rgn
ACROYT_G006710,Ocupat_v02_G006710,GO:0043069,negative regulation of programmed cell d...,BP,1.50E-02,11,Porin_3,4.70E-02,1,Porin_3,Porin_3(4.7E-02),Vdac1/Vdac2/Vdac3
ACROYT_G006059,Ocupat_v02_G006059,GO:0043069,negative regulation of programmed cell d...,BP,1.50E-02,11,Sprouty,4.70E-02,1,Sprouty,Sprouty(4.7E-02),Spry1/Spry2/Spry3/Spry4
ACROYT_G029393,Ocupat_v02_G029393,GO:0043069,negative regulation of programmed cell d...,BP,1.50E-02,11,HEPN_DZIP3,1.90E-01,3,HEPN_DZIP3 NACHT LRR_6,Peptidase_C13(2.8E-02),Ciita/Naip1/Naip2/Naip5/Naip6/Nlrc3/Nlrc4/Nlrc5/Nlrp10/Nlrp12/Nlrp14/Nlrp1a/Nlrp1b/Nlrp2/Nlrp3/Nlrp4a/Nlrp4b/Nlrp4c/Nlrp4e/Nlrp4f/Nlrp5/Nlrp6/Nlrp9a/Nlrp9b/Nlrp9c/Nlrx1/Nod1/Nod2
ACROYT_G006781,Ocupat_v02_G006781,GO:0043069,negative regulation of programmed cell d...,BP,1.50E-02,11,wnt,2.40E-01,1,wnt,,Wnt8a/Wnt8b/Wnt9a/Wnt9b
ACROYT_G019581,Ocupat_v02_G019581,GO:0043069,negative regulation of programmed cell d...,BP,1.50E-02,11,Mito_carr,3.50E-01,1,Mito_carr,Hydrolase_3(2.4E-02);ATP_Ca_trans_C(2.4E-02),Slc25a31/Slc25a4/Slc25a5
ACROYT_G024293,Ocupat_v02_G024293,GO:0043069,negative regulation of programmed cell d...,BP,1.50E-02,11,zf-C2H2,6.80E-01,2,zf-C2H2,Raptor_N(2.4E-02),Rptor
ACROYT_G001493,Ocupat_v02_G001493,GO:0043069,negative regulation of programmed cell d...,BP,1.50E-02,11,NA,NA,NA,NA,NA,Gas1
ACROYT_G000163,Ocupat_v02_G000163,GO:0043153,entrainment of circadian clock by photop...,BP,1.50E-02,2,zf-C4,1.80E-01,1,zf-C4 Hormone_recep,,zf-C4_Nuclear_receptors:Nr2f1/Nr2f2
ACROYT_G025976,Ocupat_v02_G025976,GO:0043153,entrainment of circadian clock by photop...,BP,1.50E-02,2,F-box-like,3.70E-01,1,F-box-like LRR_6,,Fbxl21/Fbxl3
ACROYT_G002711,Ocupat_v02_G002711,GO:0048864,stem cell development,BP,1.50E-02,2,PAX,2.20E-01,1,PAX,,Homeodomains:like:Alx1/Alx3/Alx4/Arx/AW822073/Cphx1/Cphx2/Cphx3/Crx/Crxos/Dmbx1/Duxbl1/Duxbl2/Duxbl3/Duxf3/Esx1/Gm4981/Gsc/Gsc2/Hesx1/Hmbox1/Hopx/Isl1/Isl2/Isx/Lhx1/Lhx2/Lhx3/Lhx4/Lhx5/Lhx6/Lhx8/Lhx9/Lmx1a/Lmx1b/Mixl1/Nobox/Obox5/Obox6/Obox8/Otp/Otx1/Otx2/Pax1/Pax2/Pax3/Pax4/Pax5/Pax6/Pax7/Pax8/Pax9/Phox2a/Phox2b/Pitx1/Pitx2/Pitx3/Prop1/Prrx1/Prrx2/Prrxl1/Rax/Rhox1/Rhox2a/Rhox2b/Rhox2c/Rhox2d/Rhox2e/Rhox2f/Rhox2g/Rhox2h/Rhox3a/Rhox3a2/Rhox3c/Rhox3e/Rhox3f/Rhox3g/Rhox3h/Rhox4a/Rhox4a2/Rhox4b/Rhox4c/Rhox4d/Rhox4e/Rhox4f/Rhox4g/Rhox6/Rhox7a/Rhox7b/Rhox8/Rhox9/Rhox10/Rhox11/Rhox12/Rhox13/Sebox/Shox2/Uncx/Vsx1/Vsx2/Zfhx2/Zfhx3/Zfhx4/Zhx1/Zhx3
ACROYT_G024293,Ocupat_v02_G024293,GO:0048864,stem cell development,BP,1.50E-02,2,zf-C2H2,6.80E-01,2,zf-C2H2,,Slc39a14/Slc39a8
ACROYT_G006903,Ocupat_v02_G006903,GO:0051897,positive regulation of phosphatidylinosi...,BP,1.50E-02,3,Catalase,1.40E-03,2,Catalase Catalase-rel,Catalase(1.4E-03);Catalase-rel(1.4E-03),Cat
ACROYT_G006917,Ocupat_v02_G006917,GO:0051897,positive regulation of phosphatidylinosi...,BP,1.50E-02,3,Catalase,1.40E-03,2,Catalase Catalase-rel,Catalase(1.4E-03);Catalase-rel(1.4E-03),Cat
ACROYT_G006059,Ocupat_v02_G006059,GO:0051897,positive regulation of phosphatidylinosi...,BP,1.50E-02,3,Sprouty,4.70E-02,1,Sprouty,Sprouty(4.7E-02),Spry1/Spry2/Spry3/Spry4
ACROYT_G003448,Ocupat_v02_G003448,GO:0043436,oxoacid metabolic process,BP,1.60E-02,14,Collagen,4.50E-04,14,Lactamase_B Collagen COLFI,Collagen(4.5E-04);COLFI(2.4E-03),Mblac2
ACROYT_G018466,Ocupat_v02_G018466,GO:0043436,oxoacid metabolic process,BP,1.60E-02,14,Trp_dioxygenase,3.90E-02,1,Trp_dioxygenase,Trp_dioxygenase(3.9E-02),Tdo2
ACROYT_G023910,Ocupat_v02_G023910,GO:0043436,oxoacid metabolic process,BP,1.60E-02,14,Fer2_3,3.90E-02,1,Fer2_3 Fer4_17,Fer2_3(3.9E-02);Fer4_17(3.9E-02),Sdhb
ACROYT_G022524,Ocupat_v02_G022524,GO:0043436,oxoacid metabolic process,BP,1.60E-02,14,TIM,3.90E-02,1,TIM,TIM(3.9E-02),Tpi1
ACROYT_G001501,Ocupat_v02_G001501,GO:0043436,oxoacid metabolic process,BP,1.60E-02,14,S-methyl_trans,3.90E-02,2,S-methyl_trans,S-methyl_trans(3.9E-02),Bhmt/Bhmt2
ACROYT_G035854,Ocupat_v02_G035854,GO:0043436,oxoacid metabolic process,BP,1.60E-02,14,SGL,4.70E-02,1,SGL,SGL(4.7E-02),Rgn
ACROYT_G032496,Ocupat_v02_G032496,GO:0043436,oxoacid metabolic process,BP,1.60E-02,14,ARD,4.70E-02,1,ARD,ARD(4.7E-02),Adi1
ACROYT_G006710,Ocupat_v02_G006710,GO:0043436,oxoacid metabolic process,BP,1.60E-02,14,Porin_3,4.70E-02,1,Porin_3,Porin_3(4.7E-02),Vdac1/Vdac2/Vdac3
ACROYT_G027478,Ocupat_v02_G027478,GO:0043436,oxoacid metabolic process,BP,1.60E-02,14,ETF,6.20E-02,1,ETF,Renin_r(2.4E-02),Etfb/Etfbl
ACROYT_G018031,Ocupat_v02_G018031,GO:0043436,oxoacid metabolic process,BP,1.60E-02,14,Pyr_redox_dim,7.30E-02,1,Pyr_redox_2 Pyr_redox_dim,Hydrolase_3(2.4E-02);ATP_Ca_trans_C(2.4E-02),Dld
ACROYT_G006060,Ocupat_v02_G006060,GO:0043436,oxoacid metabolic process,BP,1.60E-02,14,I-set,1.50E-01,5,I-set Ig_3 Pkinase_Tyr,,Fgfr1/Fgfr2/Fgfr3/Fgfr4/Ret
ACROYT_G011654,Ocupat_v02_G011654,GO:0043436,oxoacid metabolic process,BP,1.60E-02,14,Sulfotransfer_1,4.30E-01,1,Sulfotransfer_1,,Sult1a1/Sult1b1/Sult1c1/Sult1c2/Sult1d1/Sult1e1/Sult2a1/Sult2a2/Sult2a3/Sult2a4/Sult2a5/Sult2a6/Sult2a7/Sult2a8/Sult2b1/Sult3a1/Sult3a2/Sult4a1/Sult5a1/Sult6b1/Sult6b2
ACROYT_G033537,Ocupat_v02_G033537,GO:0043436,oxoacid metabolic process,BP,1.60E-02,14,p450,6.70E-01,1,p450,NA,Cyp3a11/Cyp3a13/Cyp3a16/Cyp3a25/Cyp3a41a/Cyp3a41b/Cyp3a44/Cyp3a57/Cyp3a59/Tbxas1
ACROYT_G028235,Ocupat_v02_G028235,GO:0043436,oxoacid metabolic process,BP,1.60E-02,14,MFS_1,6.80E-01,1,MFS_1,Glyco_hydro_30(2.4E-02);Glyco_hydro_30C(2.4E-02),Slc16a10/Slc16a2
ACROYT_G022524,Ocupat_v02_G022524,GO:0044282,small molecule catabolic process,BP,1.60E-02,6,TIM,3.90E-02,1,TIM,TIM(3.9E-02),Tpi1
ACROYT_G018466,Ocupat_v02_G018466,GO:0044282,small molecule catabolic process,BP,1.60E-02,6,Trp_dioxygenase,3.90E-02,1,Trp_dioxygenase,Trp_dioxygenase(3.9E-02),Tdo2
ACROYT_G040028,Ocupat_v02_G040028,GO:0044282,small molecule catabolic process,BP,1.60E-02,6,Aldose_epim,4.70E-02,1,Aldose_epim,Aldose_epim(4.7E-02),Galm
ACROYT_G027478,Ocupat_v02_G027478,GO:0044282,small molecule catabolic process,BP,1.60E-02,6,ETF,6.20E-02,1,ETF,,Etfb/Etfbl
ACROYT_G018031,Ocupat_v02_G018031,GO:0044282,small molecule catabolic process,BP,1.60E-02,6,Pyr_redox_dim,7.30E-02,1,Pyr_redox_2 Pyr_redox_dim,RHD_DNA_bind(2.4E-02);RHD_dimer(2.4E-02),Dld
ACROYT_G011654,Ocupat_v02_G011654,GO:0044282,small molecule catabolic process,BP,1.60E-02,6,Sulfotransfer_1,4.30E-01,1,Sulfotransfer_1,,Sult1a1/Sult1b1/Sult1c1/Sult1c2/Sult1d1/Sult1e1/Sult2a1/Sult2a2/Sult2a3/Sult2a4/Sult2a5/Sult2a6/Sult2a7/Sult2a8/Sult2b1/Sult3a1/Sult3a2/Sult4a1/Sult5a1/Sult6b1/Sult6b2
ACROYT_G006781,Ocupat_v02_G006781,GO:0061037,negative regulation of cartilage develop...,BP,1.60E-02,2,wnt,2.40E-01,1,wnt,Raptor_N(2.4E-02),Wnt8a/Wnt8b/Wnt9a/Wnt9b
ACROYT_G024293,Ocupat_v02_G024293,GO:0061037,negative regulation of cartilage develop...,BP,1.60E-02,2,zf-C2H2,6.80E-01,2,zf-C2H2,,HLH:Srebf1/Srebf2
ACROYT_G003448,Ocupat_v02_G003448,GO:0006082,organic acid metabolic process,BP,1.70E-02,14,Collagen,4.50E-04,14,Lactamase_B Collagen COLFI,Collagen(4.5E-04);COLFI(2.4E-03),Mblac2
ACROYT_G001501,Ocupat_v02_G001501,GO:0006082,organic acid metabolic process,BP,1.70E-02,14,S-methyl_trans,3.90E-02,2,S-methyl_trans,S-methyl_trans(3.9E-02),Bhmt/Bhmt2
ACROYT_G018466,Ocupat_v02_G018466,GO:0006082,organic acid metabolic process,BP,1.70E-02,14,Trp_dioxygenase,3.90E-02,1,Trp_dioxygenase,Trp_dioxygenase(3.9E-02),Tdo2
ACROYT_G022524,Ocupat_v02_G022524,GO:0006082,organic acid metabolic process,BP,1.70E-02,14,TIM,3.90E-02,1,TIM,TIM(3.9E-02),Tpi1
ACROYT_G023910,Ocupat_v02_G023910,GO:0006082,organic acid metabolic process,BP,1.70E-02,14,Fer2_3,3.90E-02,1,Fer2_3 Fer4_17,Fer2_3(3.9E-02);Fer4_17(3.9E-02),Sdhb
ACROYT_G032496,Ocupat_v02_G032496,GO:0006082,organic acid metabolic process,BP,1.70E-02,14,ARD,4.70E-02,1,ARD,ARD(4.7E-02),Adi1
ACROYT_G035854,Ocupat_v02_G035854,GO:0006082,organic acid metabolic process,BP,1.70E-02,14,SGL,4.70E-02,1,SGL,SGL(4.7E-02),Rgn
ACROYT_G006710,Ocupat_v02_G006710,GO:0006082,organic acid metabolic process,BP,1.70E-02,14,Porin_3,4.70E-02,1,Porin_3,Porin_3(4.7E-02),Vdac1/Vdac2/Vdac3
ACROYT_G027478,Ocupat_v02_G027478,GO:0006082,organic acid metabolic process,BP,1.70E-02,14,ETF,6.20E-02,1,ETF,Sulfate_transp(2.8E-02);STAS(2.8E-02),Etfb/Etfbl
ACROYT_G018031,Ocupat_v02_G018031,GO:0006082,organic acid metabolic process,BP,1.70E-02,14,Pyr_redox_dim,7.30E-02,1,Pyr_redox_2 Pyr_redox_dim,,Dld
ACROYT_G006060,Ocupat_v02_G006060,GO:0006082,organic acid metabolic process,BP,1.70E-02,14,I-set,1.50E-01,5,I-set Ig_3 Pkinase_Tyr,Gln-synt_N(2.4E-02);Gln-synt_C(2.4E-02),Fgfr1/Fgfr2/Fgfr3/Fgfr4/Ret
ACROYT_G011654,Ocupat_v02_G011654,GO:0006082,organic acid metabolic process,BP,1.70E-02,14,Sulfotransfer_1,4.30E-01,1,Sulfotransfer_1,,Sult1a1/Sult1b1/Sult1c1/Sult1c2/Sult1d1/Sult1e1/Sult2a1/Sult2a2/Sult2a3/Sult2a4/Sult2a5/Sult2a6/Sult2a7/Sult2a8/Sult2b1/Sult3a1/Sult3a2/Sult4a1/Sult5a1/Sult6b1/Sult6b2
ACROYT_G033537,Ocupat_v02_G033537,GO:0006082,organic acid metabolic process,BP,1.70E-02,14,p450,6.70E-01,1,p450,Hydrolase_3(2.4E-02);ATP_Ca_trans_C(2.4E-02),Cyp3a11/Cyp3a13/Cyp3a16/Cyp3a25/Cyp3a41a/Cyp3a41b/Cyp3a44/Cyp3a57/Cyp3a59/Tbxas1
ACROYT_G028235,Ocupat_v02_G028235,GO:0006082,organic acid metabolic process,BP,1.70E-02,14,MFS_1,6.80E-01,1,MFS_1,RHD_DNA_bind(2.4E-02);RHD_dimer(2.4E-02),Slc16a10/Slc16a2
ACROYT_G004659,Ocupat_v02_G004659,GO:0016469,proton-transporting two-sector ATPase co...,CC,1.70E-02,2,ATP-synt_E,4.70E-02,1,ATP-synt_E,ATP-synt_E(4.7E-02),Atp5k
ACROYT_G028891,Ocupat_v02_G028891,GO:0016469,proton-transporting two-sector ATPase co...,CC,1.70E-02,2,Renin_r,4.70E-02,1,Renin_r,Renin_r(4.7E-02),Atp6ap2
ACROYT_G018778,Ocupat_v02_G018778,GO:0016620,"oxidoreductase activity, acting on the a...",MF,1.70E-02,2,Aldedh,4.60E-03,3,Aldedh,Aldedh(4.6E-03),Aldh1a1/Aldh1a2/Aldh1a3/Aldh1a7/Aldh1b1/Aldh2
