gene ID	gene name	PFAM domain	total UMIs	% UMIs	median fc	tf
Ocupat_v02_G013019	Cthrc1	Collagen/Collagen	52	14.05	2.34	no
Ocupat_v02_G032605	Ets:like:Elk1/Elk3/Elk4/Erf/Erfl/Erg/Ets1/Ets2/Etv1/Etv2/Etv3/ETV3L/Etv4/Etv5/Fev/Fli1/Gabpa	Ets	73	6.03	2.34	yes
Ocupat_v02_G036836	Galk2	GHMP_kinases_N/GHMP_kinases_C	89	3.91	2.34	no
Ocupat_v02_G040723	Wdr81	Beach/WD40	67	9.2	2.34	no
Ocupat_v02_G042813	Nkapd1	NKAP	61	10.08	2.34	no
Ocupat_v02_G020137	Cd93/Chodl/Layn	Lectin_C	44	86.27	2.33	no
Ocupat_v02_G029702	Fth1/Fthl17a/Fthl17b/Fthl17c/Fthl17d/Fthl17e/Fthl17f/Ftl1/Ftl1-ps1/Ftmt	Ferritin	5744	2.92	2.33	no
Ocupat_v02_G037258			55	13.13	2.33	no
Ocupat_v02_G038197	Helz/Helz2	AAA_11/AAA_12	62	8.45	2.32	no
Ocupat_v02_G009805	Tbl2	WD40/WD40/WD40/WD40	70	4.32	2.31	no
Ocupat_v02_G027486	Atg3/Eif3f	Autophagy_act_C	63	5.7	2.31	no
Ocupat_v02_G029274		F5_F8_type_C/Sushi/Sushi/Sushi/Fibrinogen_C	55	56.7	2.31	no
Ocupat_v02_G027231	Robo1/Robo2/Robo3	I-set/Ig_3/I-set/I-set/I-set/fn3/fn3	88	5.49	2.3	no
Ocupat_v02_G031549		PH	105	3.91	2.3	no
Ocupat_v02_G044521			48	9.52	2.3	no
Ocupat_v02_G026202	Cdk5	Pkinase	93	5.36	2.29	no
Ocupat_v02_G004022		LRR_8/LRR_8/LRR_8	40	38.83	2.28	no
Ocupat_v02_G005165	Angpt1/Angpt2/Angpt4/Angptl1/Angptl2/Angptl3/Angptl4/Angptl6/Angptl7/Fcna/Fcnb/Fga/Fgb/Fgg/Fgl1/Fgl2/Fibcd1/Igsf23/Mfap4/Tnc/Tnn/Tnr/Tnxb	Fibrinogen_C	49	56.98	2.28	no
Ocupat_v02_G013017	Cthrc1	Collagen/Collagen	57	72.15	2.28	no
Ocupat_v02_G038150		7tm_1	42	36.21	2.28	no
Ocupat_v02_G005390		Ndr	229	3.38	2.27	no
Ocupat_v02_G011614		GAIN/GPS/7tm_2	60	5.44	2.26	no
Ocupat_v02_G042002	Casr/Gprc6a/Tas1r1/Tas1r2/Vmn2r1/Vmn2r126/Vmn2r128/Vmn2r14/Vmn2r2/Vmn2r3/Vmn2r4/Vmn2r5/Vmn2r53/Vmn2r54/Vmn2r55/Vmn2r56/Vmn2r57/Vmn2r58/Vmn2r59/Vmn2r6/Vmn2r60/Vmn2r61/Vmn2r62/Vmn2r63/Vmn2r7	ANF_receptor/NCD3G/7tm_3	50	50.51	2.26	no
Ocupat_v02_G002970	Ivns1abp	BTB/BACK/Kelch_1/Kelch_1/Kelch_1/Kelch_1/Kelch_1/Kelch_1	56	8.41	2.25	no
Ocupat_v02_G043342	Egfem1/Scarf1/Scarf2/Tek/Tie1/Vwce	IgGFc_binding/SEA/EGF_CA/Ig_3/SEA/fn3/Pkinase_Tyr	50	7.8	2.25	no
Ocupat_v02_G043260		F5_F8_type_C	50	6.15	2.24	no
Ocupat_v02_G018631		SPARC_Ca_bdg/Thyroglobulin_1	120	0.5	2.23	no
Ocupat_v02_G041174		Pkinase_Tyr	52	9.37	2.23	no
Ocupat_v02_G042592	Dcst1/Dcst2/Dcstamp	SH3_1	107	3.74	2.22	no
Ocupat_v02_G003251	Arsb/Arsi/Arsj	Sulfatase	63	4.32	2.21	no
Ocupat_v02_G019679	Dag1	a_DG1_N2/DAG1	35	8.18	2.21	no
Ocupat_v02_G043269	Ptprk/Ptprm/Ptprt/Ptpru/Susd1	Y_phosphatase/Y_phosphatase	47	6.01	2.21	no
Ocupat_v02_G003434	AI182371/C3/C4b/Hc	DNA_pol_B_2/A2M/A2M_recep/Sushi/Sushi/Trypsin	49	8.25	2.2	no
Ocupat_v02_G019632	Timp1/Timp2/Timp3/Timp4	TIMP	74	1.61	2.2	no
Ocupat_v02_G033227	Lsm3	LSM	120	3.69	2.2	no
Ocupat_v02_G022457	Hmcn1/Hmcn2/Vwa7		33	8.05	2.19	no
Ocupat_v02_G031056	Agrn/Cntnap1/Cntnap2/Cntnap3/Cntnap4/Cntnap5a/Cntnap5b/Cntnap5c	H_lectin	54	58.7	2.19	no
Ocupat_v02_G038392	Foxred2	Pyr_redox_3	73	4.19	2.19	no
Ocupat_v02_G039397	Npc2	E1_DerP2_DerF2	282	2.55	2.19	no
Ocupat_v02_G008001	Angpt1/Angpt2/Angpt4/Angptl1/Angptl2/Angptl3/Angptl4/Angptl6/Angptl7/Fcna/Fcnb/Fga/Fgb/Fgg/Fgl1/Fgl2/Fibcd1/Igsf23/Mfap4/Tnc/Tnn/Tnr/Tnxb	Fibrinogen_C/Fibrinogen_C	40	4.71	2.18	no
Ocupat_v02_G005725	Shtn1		81	5.9	2.17	no
Ocupat_v02_G007980	Angpt1/Angpt2/Angpt4/Angptl1/Angptl2/Angptl3/Angptl4/Angptl6/Angptl7/Fcna/Fcnb/Fga/Fgb/Fgg/Fgl1/Fgl2/Fibcd1/Igsf23/Mfap4/Tnc/Tnn/Tnr/Tnxb	Fibrinogen_C	37	41.11	2.17	no
Ocupat_v02_G023854		SOCS_box	39	9.65	2.16	no
Ocupat_v02_G008135		VBS/I_LWEQ	76	4.59	2.15	no
Ocupat_v02_G013067		Astacin/MAM/MAM/MAM/Lectin_C/Trypsin	51	5.92	2.15	no
Ocupat_v02_G017874			292	3.05	2.15	no
Ocupat_v02_G038049	H1f0	Linker_histone	108	3.11	2.15	no
Ocupat_v02_G037838	Ubald1/Ubald2	UBA_4	83	4.2	2.14	no
Ocupat_v02_G007956		BCCT/PLAC8	52	4.94	2.13	no
Ocupat_v02_G033199	Egfem1/Scarf1/Scarf2/Tek/Tie1/Vwce	SEA/fn3/Pkinase_Tyr	363	2.57	2.13	no
Ocupat_v02_G035446	Rasgrp1/Rasgrp2/Rasgrp3/Rasgrp4	EF-hand_5/EF-hand_5/C1_1	50	9.38	2.13	no
Ocupat_v02_G020281	Uchl1/Uchl3/Uchl4	Peptidase_C12	101	4.71	2.12	no
Ocupat_v02_G029836	Agrn/Cntnap1/Cntnap2/Cntnap3/Cntnap4/Cntnap5a/Cntnap5b/Cntnap5c	Collagen/I-set/Ig_3/Ig_3	35	6.49	2.12	no
Ocupat_v02_G032584	Gramd4	GRAM	52	6.96	2.12	no
Ocupat_v02_G003487	Bmerb1/Ehbp1	NT-C2/CH	40	9.9	2.11	no
Ocupat_v02_G004738		COLFI/COLFI	43	30.94	2.11	no
Ocupat_v02_G009708	Selenom	Sep15_SelM	126	3.33	2.11	no
Ocupat_v02_G023640	Ccdc50	CCDC50_N	77	7.53	2.11	no
Ocupat_v02_G008904		Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Pentapeptide_4	52	12.09	2.1	no
Ocupat_v02_G027039	Uqcrh	UCR_hinge	195	3.2	2.1	no
Ocupat_v02_G005254	Sh3bp2	PH/SH2	56	5.93	2.09	no
Ocupat_v02_G007628	Nid1/Nid2/Sned1/Susd2/Tecta	NIDO/NIDO/NIDO	34	16.35	2.09	no
Ocupat_v02_G011037	Cthrc1	Collagen	31	10.37	2.09	no
Ocupat_v02_G016024	Acnat1/Acnat2/Acot1/Acot2/Acot3/Acot4/Acot5/Acot6/Baat	Bile_Hydr_Trans/BAAT_C	33	6.5	2.09	no
Ocupat_v02_G028473	Ncam1/Ncam2	Ig_3/Ig_3/fn3/fn3/Pkinase_Tyr	37	14.23	2.09	no
Ocupat_v02_G003579			36	11.76	2.08	no
Ocupat_v02_G002979		EF-hand_7/EF-hand_7/EF-hand_7	127	2.85	2.07	no
Ocupat_v02_G032583	Cerkl	DAGK_cat	45	12.26	2.07	no
Ocupat_v02_G044174			67	4.19	2.07	no
Ocupat_v02_G007538			73	3.36	2.06	no
Ocupat_v02_G021716	Mgst3	MAPEG	193	3.41	2.06	no
Ocupat_v02_G028725	Ttc28	TPR_2/TPR_7/TPR_12/TPR_12/TPR_12/TPR_12/TPR_1/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/CHAT	51	7.43	2.06	no
Ocupat_v02_G034204	Acta1/Acta2/Actb/Actbl2/Actc1/Actg1/Actg2	Actin	9665	2.39	2.06	no
Ocupat_v02_G043239	Ptprk/Ptprm/Ptprt/Ptpru/Susd1	F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/fn3/fn3/fn3/fn3/PTP_tm/Y_phosphatase/Y_phosphatase	33	4.37	2.06	no
Ocupat_v02_G044387			44	33.08	2.06	no
Ocupat_v02_G007990	Angpt1/Angpt2/Angpt4/Angptl1/Angptl2/Angptl3/Angptl4/Angptl6/Angptl7/Fcna/Fcnb/Fga/Fgb/Fgg/Fgl1/Fgl2/Fibcd1/Igsf23/Mfap4/Tnc/Tnn/Tnr/Tnxb	Fibrinogen_C	40	66.67	2.05	no
Ocupat_v02_G020353		fn3	57	6.99	2.05	no
Ocupat_v02_G029699		START	36	20.22	2.05	no
Ocupat_v02_G004637	Tacc1/Tacc2/Tacc3	TACC_C	76	5.18	2.04	no
Ocupat_v02_G007053		EGF_CA/EGF_CA/EGF_CA	37	17.87	2.04	no
Ocupat_v02_G020687	Gpr157	7tm_2	41	8.89	2.04	no
Ocupat_v02_G025937	Angpt1/Angpt2/Angpt4/Angptl1/Angptl2/Angptl3/Angptl4/Angptl6/Angptl7/Fcna/Fcnb/Fga/Fgb/Fgg/Fgl1/Fgl2/Fibcd1/Igsf23/Mfap4/Tnc/Tnn/Tnr/Tnxb	Collagen/Collagen/Collagen/Collagen/Collagen/Fibrinogen_C	31	10.8	2.04	no
Ocupat_v02_G028451	Ncam1/Ncam2	I-set/Ig_3/fn3/Pkinase_Tyr	33	21.15	2.04	no
Ocupat_v02_G007341			126	3.76	2.03	no
Ocupat_v02_G009938	Cd163/Cd163l1/Cd5l/Cd6/Cdcp3/Dmbt1/Lgals3bp/Marco/Msr1/Prss12/Scara5/Ssc4d/Ssc5d	SRCR/SRCR/SRCR/SRCR/SRCR/Ig_3	53	80.3	2.03	no
Ocupat_v02_G001516	Mpeg1/Pfpl	MACPF	78	1.88	2.02	no
Ocupat_v02_G006081	Pbp2/Pebp1	PBP	257	3.69	2.02	no
Ocupat_v02_G010527	Myo1c/Myo1h	Myosin_head/Myosin_TH1	64	3.92	2.02	no
Ocupat_v02_G022680	Ccdc30	DUF4686	106	3.93	2.02	no
Ocupat_v02_G003712			60	5.11	2.01	no
Ocupat_v02_G034969	Cap1/Cap2		44	6.01	2.01	no
Ocupat_v02_G039975		DUF229	51	7.98	2.01	no
Ocupat_v02_G007913	Angpt1/Angpt2/Angpt4/Angptl1/Angptl2/Angptl3/Angptl4/Angptl6/Angptl7/Fcna/Fcnb/Fga/Fgb/Fgg/Fgl1/Fgl2/Fibcd1/Igsf23/Mfap4/Tnc/Tnn/Tnr/Tnxb	Fibrinogen_C	32	24.43	2	no
Ocupat_v02_G020136	Gp2/Oit3/Umod		36	30.25	2	no
Ocupat_v02_G023747			41	10.51	2	no
