id,gene,GO,GO name,GO ontology,GO p-value,GO num genes,Pfam top enriched domain,"Pfam top enriched domain, p-value",Pfam num genes,Pfam domain architecture,Pfam domain architecture (all enrichments),Gene name
ACROYT_G013305,Ocupat_v02_G013305,GO:0007165,signal transduction,BP,0.2,17,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0043085,positive regulation of catalytic activit...,BP,0.21,5,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0005773,vacuole,CC,0.22,13,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0110165,cellular anatomical entity,CC,0.31,52,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0030163,protein catabolic process,BP,0.33,5,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0044093,positive regulation of molecular functio...,BP,0.33,6,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0006955,immune response,BP,0.34,5,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0004175,endopeptidase activity,MF,0.35,2,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0051246,regulation of protein metabolic process,BP,0.36,8,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0010646,regulation of cell communication,BP,0.39,16,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0023051,regulation of signaling,BP,0.39,16,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0052547,regulation of peptidase activity,BP,0.4,2,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:1901565,organonitrogen compound catabolic proces...,BP,0.41,6,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0006915,apoptotic process,BP,0.48,10,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0023052,signaling,BP,0.48,20,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0051345,positive regulation of hydrolase activit...,BP,0.48,2,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0061134,peptidase regulator activity,MF,0.48,1,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0007154,cell communication,BP,0.49,22,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0051336,regulation of hydrolase activity,BP,0.51,3,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0051716,cellular response to stimulus,BP,0.51,23,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0008219,cell death,BP,0.52,10,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0012501,programmed cell death,BP,0.52,10,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0051603,proteolysis involved in protein cataboli...,BP,0.53,3,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:1901575,organic substance catabolic process,BP,0.54,13,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0009056,catabolic process,BP,0.55,14,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0010604,positive regulation of macromolecule met...,BP,0.6,11,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0008233,peptidase activity,MF,0.62,2,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0050896,response to stimulus,BP,0.67,28,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0003824,catalytic activity,MF,0.68,28,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0042981,regulation of apoptotic process,BP,0.72,8,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0043067,regulation of programmed cell death,BP,0.75,8,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0051173,positive regulation of nitrogen compound...,BP,0.75,10,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0009057,macromolecule catabolic process,BP,0.77,6,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0009893,positive regulation of metabolic process,BP,0.78,13,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0016787,hydrolase activity,MF,0.8,9,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0005622,intracellular anatomical structure,CC,0.83,44,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0006508,proteolysis,BP,0.83,5,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0019222,regulation of metabolic process,BP,0.85,20,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0048518,positive regulation of biological proces...,BP,0.85,21,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0043231,intracellular membrane-bounded organelle,CC,0.89,36,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0043226,organelle,CC,0.91,40,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0043227,membrane-bounded organelle,CC,0.91,37,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0043229,intracellular organelle,CC,0.91,39,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0060255,regulation of macromolecule metabolic pr...,BP,0.91,15,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0140096,"catalytic activity, acting on a protein",MF,0.92,5,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0019538,protein metabolic process,BP,0.93,13,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0044238,primary metabolic process,BP,0.94,33,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0051171,regulation of nitrogen compound metaboli...,BP,0.95,13,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0080090,regulation of primary metabolic process,BP,0.95,15,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:1901564,organonitrogen compound metabolic proces...,BP,0.95,19,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0008152,metabolic process,BP,0.96,36,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0071704,organic substance metabolic process,BP,0.96,35,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0048522,positive regulation of cellular process,BP,0.98,17,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0050789,regulation of biological process,BP,0.98,28,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0065007,biological regulation,BP,0.98,30,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0050794,regulation of cellular process,BP,0.99,25,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0000323,lytic vacuole,CC,1,12,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0003674,molecular_function,MF,1,52,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0005575,cellular_component,CC,1,52,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0006807,nitrogen compound metabolic process,BP,1,23,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0008150,biological_process,BP,1,51,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013305,Ocupat_v02_G013305,GO:0043170,macromolecule metabolic process,BP,1,20,Inhibitor_I29,0.092,1,Inhibitor_I29 Peptidase_C1,,BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr
ACROYT_G013346,Ocupat_v02_G013346,NA,NA,NA,NA,NA,zf-C3HC4_2,0.05,2,zf-C3HC4_2 zf-TRAF,zf-C3HC4_2(5.0E-02),
ACROYT_G013514,Ocupat_v02_G013514,GO:0016020,membrane,CC,0.0046,37,MARVEL,0.077,1,MARVEL,,Cmtm3/Cmtm4/Cmtm6/Cmtm7/Cmtm8/Mal/Mal2/Mall/Marveld1/Myadm/Myadml2/Pllp
ACROYT_G013514,Ocupat_v02_G013514,GO:0005576,extracellular region,CC,0.0082,12,MARVEL,0.077,1,MARVEL,,Cmtm3/Cmtm4/Cmtm6/Cmtm7/Cmtm8/Mal/Mal2/Mall/Marveld1/Myadm/Myadml2/Pllp
ACROYT_G013514,Ocupat_v02_G013514,GO:0001923,B-1 B cell differentiation,BP,0.019,1,MARVEL,0.077,1,MARVEL,,Cmtm3/Cmtm4/Cmtm6/Cmtm7/Cmtm8/Mal/Mal2/Mall/Marveld1/Myadm/Myadml2/Pllp
ACROYT_G013514,Ocupat_v02_G013514,GO:0002337,B-1a B cell differentiation,BP,0.019,1,MARVEL,0.077,1,MARVEL,,Cmtm3/Cmtm4/Cmtm6/Cmtm7/Cmtm8/Mal/Mal2/Mall/Marveld1/Myadm/Myadml2/Pllp
ACROYT_G013514,Ocupat_v02_G013514,GO:0140677,molecular function activator activity,MF,0.026,6,MARVEL,0.077,1,MARVEL,,Cmtm3/Cmtm4/Cmtm6/Cmtm7/Cmtm8/Mal/Mal2/Mall/Marveld1/Myadm/Myadml2/Pllp
ACROYT_G013514,Ocupat_v02_G013514,GO:0005125,cytokine activity,MF,0.035,2,MARVEL,0.077,1,MARVEL,,Cmtm3/Cmtm4/Cmtm6/Cmtm7/Cmtm8/Mal/Mal2/Mall/Marveld1/Myadm/Myadml2/Pllp
ACROYT_G013514,Ocupat_v02_G013514,GO:0002521,leukocyte differentiation,BP,0.038,4,MARVEL,0.077,1,MARVEL,,Cmtm3/Cmtm4/Cmtm6/Cmtm7/Cmtm8/Mal/Mal2/Mall/Marveld1/Myadm/Myadml2/Pllp
ACROYT_G013514,Ocupat_v02_G013514,GO:0002335,mature B cell differentiation,BP,0.057,1,MARVEL,0.077,1,MARVEL,,Cmtm3/Cmtm4/Cmtm6/Cmtm7/Cmtm8/Mal/Mal2/Mall/Marveld1/Myadm/Myadml2/Pllp
ACROYT_G013514,Ocupat_v02_G013514,GO:0030098,lymphocyte differentiation,BP,0.058,3,MARVEL,0.077,1,MARVEL,,Cmtm3/Cmtm4/Cmtm6/Cmtm7/Cmtm8/Mal/Mal2/Mall/Marveld1/Myadm/Myadml2/Pllp
ACROYT_G013514,Ocupat_v02_G013514,GO:0009987,cellular process,BP,0.062,50,MARVEL,0.077,1,MARVEL,,Cmtm3/Cmtm4/Cmtm6/Cmtm7/Cmtm8/Mal/Mal2/Mall/Marveld1/Myadm/Myadml2/Pllp
ACROYT_G013514,Ocupat_v02_G013514,GO:1903131,mononuclear cell differentiation,BP,0.07,3,MARVEL,0.077,1,MARVEL,,Cmtm3/Cmtm4/Cmtm6/Cmtm7/Cmtm8/Mal/Mal2/Mall/Marveld1/Myadm/Myadml2/Pllp
ACROYT_G013514,Ocupat_v02_G013514,GO:0002376,immune system process,BP,0.073,10,MARVEL,0.077,1,MARVEL,,Cmtm3/Cmtm4/Cmtm6/Cmtm7/Cmtm8/Mal/Mal2/Mall/Marveld1/Myadm/Myadml2/Pllp
ACROYT_G013514,Ocupat_v02_G013514,GO:0098772,molecular function regulator activity,MF,0.099,8,MARVEL,0.077,1,MARVEL,,Cmtm3/Cmtm4/Cmtm6/Cmtm7/Cmtm8/Mal/Mal2/Mall/Marveld1/Myadm/Myadml2/Pllp
ACROYT_G013514,Ocupat_v02_G013514,GO:0046649,lymphocyte activation,BP,0.11,4,MARVEL,0.077,1,MARVEL,,Cmtm3/Cmtm4/Cmtm6/Cmtm7/Cmtm8/Mal/Mal2/Mall/Marveld1/Myadm/Myadml2/Pllp
ACROYT_G013514,Ocupat_v02_G013514,GO:0005615,extracellular space,CC,0.12,7,MARVEL,0.077,1,MARVEL,,Cmtm3/Cmtm4/Cmtm6/Cmtm7/Cmtm8/Mal/Mal2/Mall/Marveld1/Myadm/Myadml2/Pllp
ACROYT_G013514,Ocupat_v02_G013514,GO:0005102,signaling receptor binding,MF,0.13,7,MARVEL,0.077,1,MARVEL,,Cmtm3/Cmtm4/Cmtm6/Cmtm7/Cmtm8/Mal/Mal2/Mall/Marveld1/Myadm/Myadml2/Pllp
ACROYT_G013514,Ocupat_v02_G013514,GO:0030546,signaling receptor activator activity,MF,0.13,2,MARVEL,0.077,1,MARVEL,,Cmtm3/Cmtm4/Cmtm6/Cmtm7/Cmtm8/Mal/Mal2/Mall/Marveld1/Myadm/Myadml2/Pllp
ACROYT_G013514,Ocupat_v02_G013514,GO:0048018,receptor ligand activity,MF,0.13,2,MARVEL,0.077,1,MARVEL,,Cmtm3/Cmtm4/Cmtm6/Cmtm7/Cmtm8/Mal/Mal2/Mall/Marveld1/Myadm/Myadml2/Pllp
ACROYT_G013514,Ocupat_v02_G013514,GO:0042221,response to chemical,BP,0.14,18,MARVEL,0.077,1,MARVEL,,Cmtm3/Cmtm4/Cmtm6/Cmtm7/Cmtm8/Mal/Mal2/Mall/Marveld1/Myadm/Myadml2/Pllp
ACROYT_G013514,Ocupat_v02_G013514,GO:0001775,cell activation,BP,0.15,5,MARVEL,0.077,1,MARVEL,,Cmtm3/Cmtm4/Cmtm6/Cmtm7/Cmtm8/Mal/Mal2/Mall/Marveld1/Myadm/Myadml2/Pllp
ACROYT_G013514,Ocupat_v02_G013514,GO:0042113,B cell activation,BP,0.15,2,MARVEL,0.077,1,MARVEL,,Cmtm3/Cmtm4/Cmtm6/Cmtm7/Cmtm8/Mal/Mal2/Mall/Marveld1/Myadm/Myadml2/Pllp
ACROYT_G013514,Ocupat_v02_G013514,GO:0045321,leukocyte activation,BP,0.17,4,MARVEL,0.077,1,MARVEL,,Cmtm3/Cmtm4/Cmtm6/Cmtm7/Cmtm8/Mal/Mal2/Mall/Marveld1/Myadm/Myadml2/Pllp
ACROYT_G013514,Ocupat_v02_G013514,GO:0030545,signaling receptor regulator activity,MF,0.18,2,MARVEL,0.077,1,MARVEL,,Cmtm3/Cmtm4/Cmtm6/Cmtm7/Cmtm8/Mal/Mal2/Mall/Marveld1/Myadm/Myadml2/Pllp
ACROYT_G013514,Ocupat_v02_G013514,GO:0006935,chemotaxis,BP,0.2,2,MARVEL,0.077,1,MARVEL,,Cmtm3/Cmtm4/Cmtm6/Cmtm7/Cmtm8/Mal/Mal2/Mall/Marveld1/Myadm/Myadml2/Pllp
ACROYT_G013514,Ocupat_v02_G013514,GO:0030097,hemopoiesis,BP,0.2,4,MARVEL,0.077,1,MARVEL,,Cmtm3/Cmtm4/Cmtm6/Cmtm7/Cmtm8/Mal/Mal2/Mall/Marveld1/Myadm/Myadml2/Pllp
ACROYT_G013514,Ocupat_v02_G013514,GO:0042330,taxis,BP,0.21,2,MARVEL,0.077,1,MARVEL,,Cmtm3/Cmtm4/Cmtm6/Cmtm7/Cmtm8/Mal/Mal2/Mall/Marveld1/Myadm/Myadml2/Pllp
ACROYT_G013514,Ocupat_v02_G013514,GO:0030183,B cell differentiation,BP,0.25,1,MARVEL,0.077,1,MARVEL,,Cmtm3/Cmtm4/Cmtm6/Cmtm7/Cmtm8/Mal/Mal2/Mall/Marveld1/Myadm/Myadml2/Pllp
ACROYT_G013514,Ocupat_v02_G013514,GO:0110165,cellular anatomical entity,CC,0.31,52,MARVEL,0.077,1,MARVEL,,Cmtm3/Cmtm4/Cmtm6/Cmtm7/Cmtm8/Mal/Mal2/Mall/Marveld1/Myadm/Myadml2/Pllp
ACROYT_G013514,Ocupat_v02_G013514,GO:0030154,cell differentiation,BP,0.41,14,MARVEL,0.077,1,MARVEL,,Cmtm3/Cmtm4/Cmtm6/Cmtm7/Cmtm8/Mal/Mal2/Mall/Marveld1/Myadm/Myadml2/Pllp
ACROYT_G013514,Ocupat_v02_G013514,GO:0048869,cellular developmental process,BP,0.41,14,MARVEL,0.077,1,MARVEL,,Cmtm3/Cmtm4/Cmtm6/Cmtm7/Cmtm8/Mal/Mal2/Mall/Marveld1/Myadm/Myadml2/Pllp
ACROYT_G013514,Ocupat_v02_G013514,GO:0032502,developmental process,BP,0.44,21,MARVEL,0.077,1,MARVEL,,Cmtm3/Cmtm4/Cmtm6/Cmtm7/Cmtm8/Mal/Mal2/Mall/Marveld1/Myadm/Myadml2/Pllp
ACROYT_G013514,Ocupat_v02_G013514,GO:0048468,cell development,BP,0.52,8,MARVEL,0.077,1,MARVEL,,Cmtm3/Cmtm4/Cmtm6/Cmtm7/Cmtm8/Mal/Mal2/Mall/Marveld1/Myadm/Myadml2/Pllp
ACROYT_G013514,Ocupat_v02_G013514,GO:0040011,locomotion,BP,0.53,5,MARVEL,0.077,1,MARVEL,,Cmtm3/Cmtm4/Cmtm6/Cmtm7/Cmtm8/Mal/Mal2/Mall/Marveld1/Myadm/Myadml2/Pllp
ACROYT_G013514,Ocupat_v02_G013514,GO:0048856,anatomical structure development,BP,0.54,19,MARVEL,0.077,1,MARVEL,,Cmtm3/Cmtm4/Cmtm6/Cmtm7/Cmtm8/Mal/Mal2/Mall/Marveld1/Myadm/Myadml2/Pllp
