gene ID	gene name	PFAM domain	total UMIs	% UMIs	median fc	tf
Ocupat_v02_G041123	Cd248/Cd302/Clec11a/Clec2m/Clec3a/Clec3b/Colec10/Colec11/Frem1/Klrg1/Klrh1/Mbl1/Mbl2/Sftpa1/Sftpd	EGF/Lectin_C	12	9.6	2.07	no
Ocupat_v02_G011013	Msi1/Msi2	RRM_1/RRM_1	32	1.2	2.06	no
Ocupat_v02_G017549	Bcl9/Bcl9l		25	0.91	2.06	no
Ocupat_v02_G028871	Chst10	Sulfotransfer_2	11	27.5	2.06	no
Ocupat_v02_G027141	Ly6h	UPAR_LY6	9	0.42	2.05	no
Ocupat_v02_G005295	Cuzd1/Eng/Tectb/Tgfbr3/Tgfbr3l/Umodl1/Zp1/Zp2/Zp3/Zpld1	Zona_pellucida	15	0.39	2.04	no
Ocupat_v02_G035232		EMP24_GP25L	13	3.7	2.04	no
Ocupat_v02_G000289	Plin1/Plin2/Plin3/Plin4/Plin5		10	1.27	2.03	no
Ocupat_v02_G002597		CH/GAS2	28	1.07	2.03	no
Ocupat_v02_G042584		MIase	20	1.11	2.03	no
Ocupat_v02_G007270	Syt12	C2/C2	8	1.66	2.02	no
Ocupat_v02_G010213			8	0.36	2.02	no
Ocupat_v02_G024044	Gpr50/Gpr84/Gpr88/Mtnr1a/Mtnr1b	7tm_1	8	4.28	2.02	no
Ocupat_v02_G030600		Sulfotransfer_3	11	20.37	2.02	no
Ocupat_v02_G043353			30	0.45	2.02	no
Ocupat_v02_G043006		Sulfotransfer_4/Sulfotransfer_4	17	65.38	2.01	no
