gene ID	gene name	PFAM domain	total UMIs	% UMIs	median fc	tf
Ocupat_v02_G044066	Rad23a/Rad23b	ubiquitin/UBA/XPC-binding/UBA	161	7.11	2.98	no
Ocupat_v02_G007854			115	6	2.97	no
Ocupat_v02_G019523	N4bp2/N4bp2l1/N4bp2l2	AAA_33/DUF1771/Smr	110	12.04	2.97	no
Ocupat_v02_G027477		MMR_HSR1	346	3.87	2.97	no
Ocupat_v02_G035746	Dnajc13	GYF_2/DnaJ	113	13.03	2.97	no
Ocupat_v02_G027428		MMR_HSR1	201	4.53	2.96	no
Ocupat_v02_G032584	Gramd4	GRAM	92	12.32	2.96	no
Ocupat_v02_G034647	Dnajc7/Zc3h7a/Zc3h7b	TPR_16/TPR_16/TPR_8/TPR_8/DnaJ	283	4.89	2.96	no
Ocupat_v02_G011680			148	6.96	2.95	no
Ocupat_v02_G020453	Tpte	Ion_trans/DSPc/PTEN_C2	101	14.31	2.95	no
Ocupat_v02_G029006	Acadvl	Acyl-CoA_dh_N/Acyl-CoA_dh_M/Acyl-CoA_dh_1	218	6.87	2.95	no
Ocupat_v02_G000480	Ttc28	TPR_7/TPR_12/TPR_12/TPR_12/TPR_7/TPR_12/TPR_12/TPR_7	67	75.28	2.93	no
Ocupat_v02_G005203	Btbd1/Btbd2/Btbd3/Btbd6/Mycbp2	BTB/PHR	79	31.1	2.93	no
Ocupat_v02_G022058			90	35.43	2.93	no
Ocupat_v02_G032651			72	34.29	2.93	no
Ocupat_v02_G030415	Skp1a	Skp1_POZ/Skp1	432	5.04	2.92	no
Ocupat_v02_G019377		CUB/CUB/CUB	74	12.07	2.91	no
Ocupat_v02_G000715	Ttc28	TPR_12/TPR_12/TPR_8/TPR_12/TPR_12/CHAT	83	92.22	2.9	no
Ocupat_v02_G024204	Sumo1	Rad60-SLD	590	4.54	2.9	no
Ocupat_v02_G044351	Ttc28	TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/CHAT	71	72.45	2.9	no
Ocupat_v02_G002239	Dab2ip/Rasal2/Rasal3/Syngap1	C2/RasGAP	66	16.71	2.89	no
Ocupat_v02_G036969	Mtpn	Ank_2	422	5.36	2.89	no
Ocupat_v02_G040467	NFYB_NFYC:Drap1	CBFD_NFYB_HMF	239	5.85	2.89	yes
Ocupat_v02_G040055	Cryaa/Cryab/Hspb1/Hspb2/Hspb3/Hspb6/Hspb7/Hspb8/Hspb9	HSP20	401	59.67	2.89	no
Ocupat_v02_G029751	Homeodomains:like:Barx1/Barx2/Bsx/Dbx1/Dbx2/Emx1/Emx2/Hhex/Hlx/Nanog/Noto/Vax1/Vax2	Homeodomain	75	7.47	2.87	yes
Ocupat_v02_G005725	Shtn1		124	9.02	2.86	no
Ocupat_v02_G028553	Smc4	SMC_N/SMC_hinge	127	7.5	2.85	no
Ocupat_v02_G001722			296	4.92	2.84	no
Ocupat_v02_G029607			133	8.38	2.84	no
Ocupat_v02_G001670		FAD_binding_4/BBE	134	5.15	2.83	no
Ocupat_v02_G017342	Ttc28	TPR_8/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_1/TPR_12/TPR_12/CHAT	63	79.75	2.83	no
Ocupat_v02_G044248	Mcoln1/Mcoln2/Mcoln3	PKD_channel	104	12.14	2.83	no
Ocupat_v02_G039006	Gpr15/Xcr1	7tm_1	66	57.89	2.81	no
Ocupat_v02_G025027	Grn	Granulin/Granulin/Granulin/Granulin/Granulin/Granulin	177	3.16	2.8	no
Ocupat_v02_G002403	Evi5/Evi5l		94	14.26	2.79	no
Ocupat_v02_G037757			85	13.2	2.79	no
Ocupat_v02_G028265	Ccdc114/Ccdc63		70	90.91	2.78	no
Ocupat_v02_G040088	Isyna1	NAD_binding_5/Inos-1-P_synth	147	5.5	2.78	no
Ocupat_v02_G005632		AAA_11	106	5.83	2.77	no
Ocupat_v02_G039139	Gpsm1/Gpsm2/Sh3tc1/Sh3tc2	TPR_12/TPR_12/TPR_12/TPR_12	55	23.71	2.77	no
Ocupat_v02_G039397	Npc2	E1_DerP2_DerF2	438	3.96	2.77	no
Ocupat_v02_G044324	Ttc28	TPR_12/TPR_12/TPR_12/TPR_12/CHAT	58	96.67	2.76	no
Ocupat_v02_G005801			68	26.77	2.75	no
Ocupat_v02_G038780		TPR_12/TPR_7/TPR_12/TPR_12/TPR_7/CHAT	60	53.1	2.75	no
Ocupat_v02_G044323	Ttc28	TPR_12/TPR_7/TPR_7/TPR_12/TPR_12/TPR_12/CHAT	67	87.01	2.75	no
Ocupat_v02_G000481	Ttc28	TPR_12/TPR_12/CHAT	56	87.5	2.74	no
Ocupat_v02_G026261	Cuzd1/Eng/Tectb/Tgfbr3/Tgfbr3l/Umodl1/Zp1/Zp2/Zp3/Zpld1	EGF_CA/SEA/EGF_CA	70	8.72	2.74	no
Ocupat_v02_G042810		Rhodanese	79	17.71	2.74	no
Ocupat_v02_G021556	Myo9a/Myo9b	RA/Myosin_head/Myosin_head/IQ/IQ/IQ/IQ/C1_1/RhoGAP	112	6.76	2.73	no
Ocupat_v02_G041863		7tm_1	76	69.72	2.73	no
Ocupat_v02_G004745		G-alpha	93	10.43	2.72	no
Ocupat_v02_G011488		FH2/PH	98	7.61	2.72	no
Ocupat_v02_G019190			64	32.49	2.72	no
Ocupat_v02_G018987			103	10.67	2.72	no
Ocupat_v02_G026088		ig/ApeC	158	8.53	2.72	no
Ocupat_v02_G026837		AOX	100	4.63	2.72	no
Ocupat_v02_G027491	Ttc4	TPR_8/TPR_12/TPR_12/TPR_7/TPR_12/TPR_12/TPR_12/CHAT	59	55.66	2.72	no
Ocupat_v02_G027565	Cep164	WW	104	7.98	2.72	no
Ocupat_v02_G028550	Rubcn/Rubcnl	zf-RING_9	98	10.94	2.71	no
Ocupat_v02_G034365			304	83.06	2.71	no
Ocupat_v02_G034496	Hspa1a/Hspa1b/Hspa1l/Hspa2/Hspa8	HSP70	143	5.97	2.71	no
Ocupat_v02_G044355	Ttc28	TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/CHAT	52	96.3	2.71	no
Ocupat_v02_G025180			91	14.22	2.7	no
Ocupat_v02_G026202	Cdk5	Pkinase	111	6.4	2.69	no
Ocupat_v02_G017934			59	15.73	2.67	no
Ocupat_v02_G035642		zf-B_box	79	63.71	2.67	no
Ocupat_v02_G008795		AA_permease_2	56	62.92	2.66	no
Ocupat_v02_G020826	Adora1/Adora2a/Adora2b/Adora3/Adra1a/Adra1b/Adra1d/Adra2a/Adra2b/Adra2c/Adrb2/Adrb3/Chrm1/Chrm2/Chrm3/Chrm4/Chrm5/Drd1/Drd2/Drd3/Drd4/Drd5/Hrh1/Hrh2/Hrh3/Hrh4/Htr1a/Htr1b/Htr1d/Htr1f/Htr2a/Htr2b/Htr2c/Htr4/Htr5a/Htr5b/Htr6/Htr7/Taar1/Taar2/Taar3/Taar4/Taar5/Taar6/Taar7a/Taar7b/Taar7d/Taar7e/Taar7f/Taar8a/Taar8b/Taar8c/Taar9	Taxilin/7tm_1	154	6.94	2.66	no
Ocupat_v02_G024058		MFS_2/MFS_2	74	7.7	2.66	no
Ocupat_v02_G007948			71	7.16	2.64	no
Ocupat_v02_G016969		7tm_1/7tm_1	84	46.15	2.64	no
Ocupat_v02_G044358	Ttc28	CHAT	55	96.49	2.64	no
Ocupat_v02_G000490	Gla/Naga	Melibiase_2/Melibiase_2_C	102	7.94	2.63	no
Ocupat_v02_G022845	Mc1r/Mc2r/Mc3r/Mc4r/Mc5r	7tm_1	61	28.11	2.63	no
Ocupat_v02_G026714	Os9	PRKCSH	96	9.72	2.63	no
Ocupat_v02_G026628	Samd9l		124	7.6	2.63	no
Ocupat_v02_G018777	Aldh1a1/Aldh1a2/Aldh1a3/Aldh1a7/Aldh1b1/Aldh2	Aldedh	191	4.48	2.62	no
Ocupat_v02_G019481		RVT_1	64	86.49	2.62	no
Ocupat_v02_G023865	Mc1r/Mc2r/Mc3r/Mc4r/Mc5r	7tm_1	71	17.62	2.62	no
Ocupat_v02_G027042	Ap1s1/Ap1s2/Ap1s3	Clat_adaptor_s	160	6.22	2.62	no
Ocupat_v02_G009783			112	5.58	2.61	no
Ocupat_v02_G033723	Ttc28	TPR_12/CHAT	59	92.19	2.61	no
Ocupat_v02_G036898	Arhgef39/Trp53i11	RhoGEF/PH/p53-inducible11	113	7.57	2.61	no
Ocupat_v02_G039983		Lectin_C/Sushi/FXa_inhibition	123	7.9	2.6	no
Ocupat_v02_G040908	Traf1/Traf2/Traf3/Traf5	zf-C3HC4/zf-TRAF	74	12.11	2.6	no
Ocupat_v02_G041094	Crtac1	VCBS/VCBS/VCBS/UnbV_ASPIC/An_peroxidase	87	9.67	2.6	no
Ocupat_v02_G004737		COLFI/COLFI	70	6.8	2.59	no
Ocupat_v02_G008853			125	10.96	2.59	no
Ocupat_v02_G010735			344	2.52	2.59	no
Ocupat_v02_G016396	Gbp10/Gbp11/Gbp2/Gbp2b/Gbp3/Gbp4/Gbp5/Gbp6/Gbp7/Gbp8/Gbp9	GBP/GBP_C	71	43.56	2.59	no
Ocupat_v02_G032034		DUF4773	57	16.91	2.59	no
Ocupat_v02_G036013	Wap/Wfdc17/Wfdc18/Wfdc2/Wfdc21/Wfdc3	WAP	89	6.81	2.59	no
Ocupat_v02_G037442	Cd53/Tspan4/Tspan8/Tspan9	Tetraspanin	103	8.11	2.59	no
Ocupat_v02_G002979		EF-hand_7/EF-hand_7/EF-hand_7	226	5.07	2.58	no
Ocupat_v02_G007270	Syt12	C2/C2	61	12.63	2.58	no
Ocupat_v02_G017061	Hexa/Hexb	Glycohydro_20b2/Glyco_hydro_20	166	3.72	2.58	no
Ocupat_v02_G036836	Galk2	GHMP_kinases_N/GHMP_kinases_C	126	5.53	2.58	no
Ocupat_v02_G041299	Crb2/Dlk1/Dlk2/Efemp1/Egfl7/Egfl8/Heg1/Mmrn1/Pamr1		66	70.97	2.58	no
Ocupat_v02_G040821			61	9.02	2.58	no
Ocupat_v02_G002521	Gnb5	WD40/WD40/WD40/WD40/WD40/WD40	76	14.96	2.57	no
Ocupat_v02_G000479	Ttc28	TPR_12/TPR_12/TPR_12/TPR_12/TPR_8/CHAT	50	81.97	2.56	no
Ocupat_v02_G001120	Ttc28	TPR_12/TPR_7/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/CHAT	68	87.18	2.56	no
Ocupat_v02_G024586			52	37.96	2.56	no
Ocupat_v02_G035931	Gal3st1/Gal3st2/Gal3st2b/Gal3st2c/Gal3st3/Gal3st4	7tm_1/Gal-3-0_sulfotr	57	18.63	2.56	no
Ocupat_v02_G000273			197	2.79	2.55	no
Ocupat_v02_G024549	Myl1/Myl3/Myl4/Myl6/Myl6b	EF-hand_7/EF-hand_7	412	3.37	2.55	no
Ocupat_v02_G026263			242	5.07	2.55	no
Ocupat_v02_G032939		F5_F8_type_C	92	7.41	2.55	no
Ocupat_v02_G004070	Edf1	MBF1/HTH_3	266	4.8	2.54	no
Ocupat_v02_G004777	Ttc28	TPR_10/TPR_12/TPR_12/TPR_7/TPR_12/TPR_12/TPR_12/CHAT	70	85.37	2.54	no
Ocupat_v02_G012445	IRF:like:Irf3/Irf4/Irf5/Irf6/Irf7/Irf8/Irf9	IRF	56	81.16	2.54	yes
Ocupat_v02_G028575		SAM_1	98	8.1	2.54	no
Ocupat_v02_G027359		SRCR	60	1.15	2.54	no
Ocupat_v02_G038051	Bahcc1/Tnrc18		278	4.9	2.54	no
Ocupat_v02_G007291		MACPF	56	35.67	2.53	no
Ocupat_v02_G037838	Ubald1/Ubald2	UBA_4	126	6.38	2.53	no
Ocupat_v02_G042496			110	8.08	2.52	no
Ocupat_v02_G000488		BTB/BACK	62	63.92	2.51	no
Ocupat_v02_G006720	Nhlrc1/Nhlrc3/Nhlrc4/Pml/Rnf207/Rnf208/Trim25/Trim62/Trim80	HEPN_DZIP3/zf-B_box/Filamin/DUF5128	65	71.43	2.51	no
Ocupat_v02_G010113	Ufd1	UFD1	79	9.35	2.51	no
Ocupat_v02_G027500	Calhm1/Calhm2/Calhm3/Calhm4/Calhm5/Calhm6	Ca_hom_mod	59	18.55	2.51	no
Ocupat_v02_G001967	Acp5	Pur_ac_phosph_N/Metallophos/Metallophos_C	105	2.2	2.5	no
Ocupat_v02_G000206		Galactosyl_T	56	13.21	2.5	no
Ocupat_v02_G020346	Btg1/Btg1b/Btg1c/Btg2	BTG	357	4.27	2.5	no
Ocupat_v02_G034887	Ankib1	Ank_2/zf-RING_UBOX/IBR/IBR/UIM/UIM	94	9.1	2.5	no
Ocupat_v02_G002238		DUF3498	59	18.97	2.49	no
Ocupat_v02_G006075	Ttc1	TPR_1/TPR_1	111	6.98	2.49	no
Ocupat_v02_G033033	Adgrg1/Adgrg2/Adgrg3/Adgrg4/Adgrg5/Adgrg6/Adgrg7	Ephrin_rec_like/Ig_3/SEA/GPS/7tm_2	82	12.77	2.49	no
Ocupat_v02_G038991		Anoct_dimer/Anoctamin	64	18.82	2.49	no
Ocupat_v02_G004681	Inpp5a		83	10.29	2.48	no
Ocupat_v02_G010357	Morc1/Morc2a/Morc2b	HATPase_c_3/Morc6_S5/zf-CW	142	5.48	2.48	no
Ocupat_v02_G009253			655	2.24	2.48	no
Ocupat_v02_G026407	Fbxl2/Fbxl20	F-box-like/LRR_6/LRR_6	84	9.46	2.48	no
Ocupat_v02_G034573	BC051665/Cts3/Cts6/Cts7/Cts8/Ctsj/Ctsl/Ctsll3/Ctsm/Ctsq/Ctsr	Inhibitor_I29/Peptidase_C1	193	6.57	2.48	no
Ocupat_v02_G042592	Dcst1/Dcst2/Dcstamp	SH3_1	138	4.82	2.48	no
Ocupat_v02_G003251	Arsb/Arsi/Arsj	Sulfatase	103	7.05	2.46	no
Ocupat_v02_G036497	CAAA01077340.1/Cspg5/Impg1/Impg2/Muc1/Muc3/Muc3a	SEA	60	17.44	2.46	no
Ocupat_v02_G037481	Syngr1/Syngr2/Syngr3/Syngr4	MARVEL	105	7.36	2.46	no
Ocupat_v02_G044287	Ttc28	CHAT	50	100	2.46	no
Ocupat_v02_G043573	Usp24	UCH/DUF3517	94	9.42	2.46	no
Ocupat_v02_G038992	Ptcd1	PPR_2/PPR_2/PPR_3/PPR_3	77	11.19	2.45	no
Ocupat_v02_G001895	Ttc28	TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12	54	81.82	2.44	no
Ocupat_v02_G021795	Ginm1		242	4.31	2.44	no
Ocupat_v02_G032927	Rhoa/Rhob/Rhoc	Ras	53	44.17	2.44	no
Ocupat_v02_G040962	Enah/Evl/Vasp	WH1/VASP_tetra	119	6.51	2.43	no
Ocupat_v02_G018653	Ifi35/Nmi/Parp10/Parp14/Parp9	Macro/DTC	70	11.65	2.42	no
Ocupat_v02_G007562	Prrt2/Syndig1/Syndig1l/Tmem233/Tmem91/Trarg1	CD225	58	30.21	2.41	no
Ocupat_v02_G009495		BTB/BACK/Kelch_1/Kelch_1/Kelch_1/Kelch_1/Kelch_1/Kelch_1	57	30	2.41	no
Ocupat_v02_G031693	Crip1/Crip2/Crip3/Rassf2/Rassf4/Rassf6	LIM/RA/Nore1-SARAH	142	6.2	2.41	no
Ocupat_v02_G005835			52	58.43	2.4	no
Ocupat_v02_G033537	Cyp3a11/Cyp3a13/Cyp3a16/Cyp3a25/Cyp3a41a/Cyp3a41b/Cyp3a44/Cyp3a57/Cyp3a59/Tbxas1	p450	105	6	2.4	no
Ocupat_v02_G038812	Gpr15/Xcr1	7tm_1	62	60.19	2.4	no
Ocupat_v02_G041007	Acp7	Pur_ac_phosph_N/Metallophos/Metallophos_C	96	6.39	2.4	no
Ocupat_v02_G007239	Dhcr7/Lbr/Tm7sf2	ERG4_ERG24	58	9.51	2.39	no
Ocupat_v02_G019321	Usp11/Usp15/Usp4	DUSP/Ubiquitin_3/UCH/USP7_C2	117	6.35	2.39	no
Ocupat_v02_G026912	Wdr44	WD40/WD40/WD40/WD40	105	6.85	2.39	no
Ocupat_v02_G038135		PH	102	6.56	2.39	no
Ocupat_v02_G021714	Lrrk2	Ank/Ank_2/Ank_2/Ank_2/LRR_8/Roc/COR/Pkinase_Tyr	91	10.63	2.38	no
Ocupat_v02_G023599			83	7.59	2.38	no
Ocupat_v02_G028883		Profilin	3025	3.43	2.38	no
Ocupat_v02_G035011	Nbr1	PB1/ZZ/N_BRCA1_IG	149	4.87	2.38	no
Ocupat_v02_G019799	Rab30	Ras	44	5.77	2.37	no
Ocupat_v02_G000875			51	9.75	2.36	no
Ocupat_v02_G004637	Tacc1/Tacc2/Tacc3	TACC_C	90	6.13	2.36	no
Ocupat_v02_G010727	Glod4		54	18.43	2.36	no
Ocupat_v02_G013653		GAIN/GPS/7tm_2	48	32	2.36	no
Ocupat_v02_G033521			51	23.5	2.36	no
Ocupat_v02_G040224			113	6.07	2.36	no
Ocupat_v02_G041361	Crb2/Dlk1/Dlk2/Efemp1/Egfl7/Egfl8/Heg1/Mmrn1/Pamr1		59	4.07	2.36	no
Ocupat_v02_G000393	Ttc28	TPR_12/TPR_12/TPR_1/TPR_12/TPR_12/TPR_1/TPR_12/CHAT	44	22.11	2.35	no
Ocupat_v02_G033383	Upf2	MIF4G/MIF4G/Upf2	108	7.25	2.35	no
Ocupat_v02_G013801			52	24.64	2.34	no
Ocupat_v02_G019174			54	13.5	2.34	no
Ocupat_v02_G023556	Efhd1/Efhd2	EF-hand_7	111	8.11	2.34	no
Ocupat_v02_G040949	Crim1/Esm1/Slpi	WAP/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/WAP/Thyroglobulin_1/Thyroglobulin_1/Antistasin/WAP/WAP/Thyroglobulin_1/Thyroglobulin_1	132	4.12	2.34	no
Ocupat_v02_G002427	Itpa	Ham1p_like	67	14.32	2.33	no
Ocupat_v02_G019436	Apbb1/Apbb2/Apbb3	PID/PID	158	5.34	2.33	no
Ocupat_v02_G019337	Aga	Asparaginase_2	102	5.64	2.33	no
Ocupat_v02_G033864	Homeodomains:like:Alx1/Alx3/Alx4/Arx/AW822073/Cphx1/Cphx2/Cphx3/Crx/Crxos/Dmbx1/Duxbl1/Duxbl2/Duxbl3/Duxf3/Esx1/Gm4981/Gsc/Gsc2/Hesx1/Hopx/Isx/Lhx1/Lhx2/Lhx3/Lhx4/Lhx5/Lhx6/Lhx8/Lhx9/Lmx1a/Lmx1b/Mixl1/Nobox/Otp/Otx1/Otx2/Pax1/Pax2/Pax3/Pax4/Pax5/Pax6/Pax7/Pax8/Pax9/Phox2a/Phox2b/Pitx1/Pitx2/Pitx3/Prop1/Prrx1/Prrx2/Prrxl1/Rax/Rhox1/Rhox2a/Rhox2b/Rhox2c/Rhox2d/Rhox2e/Rhox2f/Rhox2g/Rhox2h/Rhox3a/Rhox3a2/Rhox3c/Rhox3e/Rhox3f/Rhox3g/Rhox3h/Rhox4a/Rhox4a2/Rhox4b/Rhox4c/Rhox4d/Rhox4e/Rhox4f/Rhox4g/Rhox6/Rhox7a/Rhox7b/Rhox8/Rhox9/Rhox12/Rhox13/Sebox/Shox2/Uncx/Vsx1/Vsx2/Zfhx2/Zfhx3/Zfhx4	Homeodomain	52	92.86	2.33	yes
Ocupat_v02_G000624	Ly6m/Lynx1/Psca/Slurp2		165	4.3	2.32	no
Ocupat_v02_G013119	Atxn3	Josephin	89	8.54	2.32	no
Ocupat_v02_G016621			54	33.96	2.32	no
Ocupat_v02_G025850		fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/Y_phosphatase	70	8.33	2.32	no
Ocupat_v02_G040571		XK-related	56	16.09	2.32	no
Ocupat_v02_G043185		EF-hand_4/EF-hand_4	86	8.97	2.32	no
Ocupat_v02_G017745		I-set	87	7.82	2.31	no
Ocupat_v02_G043991	Cgas/Mab21l3/Mb21d2/Tmem102	Mab-21	53	27.6	2.31	no
Ocupat_v02_G011555	Cnot1	CNOT1_HEAT/CNOT1_TTP_bind/CNOT1_CAF1_bind/DUF3819/Not1	121	6.17	2.3	no
Ocupat_v02_G041464	Ahsa1/Ahsa2	Aha1_N/AHSA1	76	8.97	2.3	no
Ocupat_v02_G040723	Wdr81	Beach/WD40	67	9.2	2.3	no
Ocupat_v02_G008477	Lipa/Lipf/Lipk/Lipm/Lipn/Lipo1/Lipo2/Lipo3/Lipo4	Abhydro_lipase	70	3.78	2.29	no
Ocupat_v02_G037521	Enthd1/Epn1/Epn2/Epn3	ENTH	150	5.48	2.29	no
Ocupat_v02_G006688	Abcc4/Cftr	ABC_membrane/ABC_tran/ABC_membrane/ABC_tran/Tetraspanin	117	5.15	2.28	no
Ocupat_v02_G007278			124	5.25	2.28	no
Ocupat_v02_G024885		I-set/Ig_3/fn3/fn3/I-set/Pkinase_Tyr	43	9.19	2.28	no
Ocupat_v02_G026305		CAP/CAP	94	4.88	2.28	no
Ocupat_v02_G003486	Bmerb1/Ehbp1	NT-C2/CH	80	7.61	2.27	no
Ocupat_v02_G043522	Cgas/Mab21l3/Mb21d2/Tmem102	Mab-21	40	85.11	2.27	no
Ocupat_v02_G008852	Ube2w	UQ_con	100	5.72	2.26	no
Ocupat_v02_G019563	Fhdc1/Inf2	Drf_GBD/Drf_FH3/Drf_FH1/Drf_FH1/FH2	74	9.45	2.26	no
Ocupat_v02_G017163	Faf2	UBA_4/UBX	77	8.67	2.25	no
Ocupat_v02_G025030	Grn	Granulin/Granulin/Granulin/Granulin/Granulin/Granulin/Granulin/Granulin/Granulin/Granulin/Granulin/Granulin/Granulin/Granulin/Granulin/Granulin/Granulin	86	4.09	2.25	no
Ocupat_v02_G027052	Lsm1	LSM	117	5.4	2.25	no
Ocupat_v02_G037265			57	22.35	2.25	no
Ocupat_v02_G042175	Rhbdl1/Rhbdl2/Rhbdl3	Rhomboid	64	7.92	2.25	no
Ocupat_v02_G044471	Ttc28	TPR_12/TPR_7/TPR_12/TPR_7/TPR_12/CHAT	48	82.76	2.25	no
Ocupat_v02_G002039	Pnpla6/Pnpla7	cNMP_binding/cNMP_binding/cNMP_binding/Patatin	46	11.47	2.24	no
Ocupat_v02_G033916	Ttc28	TPR_12	54	72	2.24	no
Ocupat_v02_G009792	Smpd1	Metallophos	50	11.06	2.23	no
Ocupat_v02_G011700	Gabarapl2	Atg8	194	4.06	2.23	no
Ocupat_v02_G039159	Fuca1/Fuca2	Alpha_L_fucos/Fucosidase_C	165	4.65	2.23	no
Ocupat_v02_G009604	Mapre1/Mapre2/Mapre3	CH/EB1	156	4.37	2.22	no
Ocupat_v02_G019987		PUB	361	4.45	2.22	no
Ocupat_v02_G020724	Sh3bgr/Sh3bgrl/Sh3bgrl2/Sh3bgrl3	SH3BGR	676	4.06	2.22	no
Ocupat_v02_G020834		BLOC1S3	83	7.2	2.22	no
Ocupat_v02_G026508	Abracl	Costars	139	4.86	2.22	no
Ocupat_v02_G043617			45	22.28	2.22	no
Ocupat_v02_G000757	Ttc28	TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/CHAT	43	95.56	2.21	no
Ocupat_v02_G009151		PCMT/HECT	55	11.34	2.21	no
Ocupat_v02_G023549		Ras	51	6.78	2.21	no
Ocupat_v02_G029826			129	2.92	2.21	no
Ocupat_v02_G032605	Ets:like:Elk1/Elk3/Elk4/Erf/Erfl/Erg/Ets1/Ets2/Etv1/Etv2/Etv3/ETV3L/Etv4/Etv5/Fev/Fli1/Gabpa	Ets	75	6.19	2.21	yes
Ocupat_v02_G001563	Ube2q1/Ube2q2	UQ_con	96	5.94	2.2	no
Ocupat_v02_G031659		TPR_8/TPR_12/TPR_12/TPR_12	47	94	2.2	no
Ocupat_v02_G033075	Eea1	FYVE	140	5.13	2.2	no
Ocupat_v02_G039413	Ptk7	Ig_3/Ig_2/I-set/I-set/I-set/I-set/I-set/Pkinase_Tyr	137	3.35	2.2	no
Ocupat_v02_G021424	Igf2r	CIMR/CIMR/CIMR/CIMR/CIMR/CIMR/CIMR/CIMR/CIMR/CIMR/CIMR/CIMR/CIMR/CIMR	86	5.46	2.19	no
Ocupat_v02_G043486	Ttc28	CHAT	39	57.35	2.19	no
Ocupat_v02_G000419	Ttc28	CHAT	45	63.38	2.18	no
Ocupat_v02_G000585	Homeodomains:Isl1/Isl2	LIM/LIM/Homeodomain	83	3.02	2.18	yes
Ocupat_v02_G004217	Nphs2/Stom/Stoml3		69	6.38	2.18	no
Ocupat_v02_G003367	Cdk9	Pkinase	229	4.06	2.18	no
Ocupat_v02_G009572	Laptm4a/Laptm4b/Laptm5	Mtp/Mtp	217	3.98	2.18	no
Ocupat_v02_G008899	Dek	DEK_C	94	5.41	2.18	no
Ocupat_v02_G020040			42	70	2.18	no
Ocupat_v02_G044691			53	13.91	2.18	no
Ocupat_v02_G044739	Prkcsh	PRKCSH-like/PRKCSH_1	155	4.5	2.18	no
Ocupat_v02_G009556	Dnaaf2	PIH1/PIH1_CS	56	12.96	2.17	no
Ocupat_v02_G020775	Sytl1/Sytl2/Sytl3/Sytl4/Sytl5	FYVE_2/C2/C2	72	6.88	2.17	no
Ocupat_v02_G025164	Nmt1/Nmt2	NMT/NMT_C	78	7.48	2.17	no
Ocupat_v02_G038688		PH	59	11.66	2.17	no
Ocupat_v02_G039388	Cfl1/Cfl2/Dstn	Cofilin_ADF	884	2.9	2.17	no
Ocupat_v02_G044374	Ttc28	TPR_12/TPR_12/TPR_7/TPR_12/TPR_12/TPR_12/CHAT	57	53.77	2.17	no
Ocupat_v02_G008549	Btbd1/Btbd2/Btbd3/Btbd6/Mycbp2	BTB/BACK/PHR	59	17.2	2.16	no
Ocupat_v02_G016666			46	44.23	2.16	no
Ocupat_v02_G019539	Ppid	Pro_isomerase/TPR_8	76	6.7	2.16	no
Ocupat_v02_G042503		FHA/START	56	7.55	2.16	no
Ocupat_v02_G044361	Ttc28	TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/CHAT	45	86.54	2.16	no
Ocupat_v02_G000759	Ttc28	TPR_12/TPR_10/TPR_12	47	92.16	2.15	no
Ocupat_v02_G002703	Rnf213	zf-RING_2	201	3.75	2.15	no
Ocupat_v02_G005178	Ppt2	Palm_thioest	62	10.06	2.15	no
Ocupat_v02_G011015	Med15	Med15/Med15	77	8.98	2.15	no
Ocupat_v02_G011150	Mylip	FERM_N/FERM_M/zf-C3HC4_3	107	4.45	2.15	no
Ocupat_v02_G023522	Rtp1/Rtp2/Rtp3/Rtp4	zf-3CxxC	114	4.25	2.15	no
Ocupat_v02_G024047	Arpc2	P34-Arc	424	3.56	2.15	no
Ocupat_v02_G044296		BTB_2/TLD	54	11.95	2.15	no
Ocupat_v02_G023540	Gnb1/Gnb2/Gnb3/Gnb4	WD40/WD40/WD40/WD40/WD40/WD40/WD40	530	3.79	2.14	no
Ocupat_v02_G032118	Dlg5	CARD/PDZ/PDZ/PDZ_6/PDZ/Guanylate_kin	78	6.98	2.14	no
Ocupat_v02_G036559	Fkbp4/Fkbp5	FKBP_C/FKBP_C	93	4.6	2.14	no
Ocupat_v02_G043955	Mettl27	Methyltransf_11	151	4.87	2.14	no
Ocupat_v02_G002218	Dnaja1/Dnaja4	DnaJ/DnaJ_C/DnaJ_CXXCXGXG	81	8.35	2.13	no
Ocupat_v02_G012233			50	60.98	2.13	no
Ocupat_v02_G003585			47	68.12	2.12	no
Ocupat_v02_G006310		Pur_ac_phosph_N/Metallophos/Metallophos_C	69	8.6	2.12	no
Ocupat_v02_G010609		Ras	54	12.24	2.12	no
Ocupat_v02_G009371	Pdgfa/Pdgfb/Pgf/Vegfa/Vegfb/Vegfc/Vegfd		69	5.45	2.12	no
Ocupat_v02_G019466		CUB/CUB/CUB	95	4.89	2.12	no
